"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1","Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2"
711878733,"Existing Customer",60,"M",1,"Uneducated","Married","$60K - $80K","Blue",48,3,1,3,10264,2073,8191,0.62,1685,45,0.364,0.202,8.9404e-05,0.99991
712636308,"Existing Customer",65,"F",2,"High School","Married","$40K - $60K","Blue",45,6,2,2,2658,1514,1144,1.193,1627,26,1,0.57,0.00011065,0.99989
709058808,"Existing Customer",56,"F",2,"College","Married","Less than $40K","Blue",36,6,1,2,2781,1035,1746,0.816,1707,42,1.211,0.372,5.3547e-05,0.99995
813240408,"Existing Customer",45,"F",4,"High School","Married","Unknown","Blue",39,4,3,2,24880,836,24044,0.701,1208,25,1.083,0.034,0.00018339,0.99982
710111733,"Existing Customer",48,"M",2,"High School","Married","$80K - $120K","Blue",39,5,1,3,8091,1996,6095,0.646,1360,28,0.647,0.247,9.0056e-05,0.99991
761544333,"Existing Customer",37,"F",4,"College","Married","$40K - $60K","Blue",30,4,4,3,3417,2517,900,0.992,1641,32,0.882,0.737,0.00037275,0.99963
715034358,"Existing Customer",41,"M",2,"Graduate","Married","$120K +","Blue",32,5,2,3,14302,2097,12205,0.407,1505,35,0.591,0.147,0.00019143,0.99981
709624533,"Existing Customer",55,"F",2,"High School","Married","Less than $40K","Blue",45,5,2,0,3187,2517,670,1.144,1627,38,0.652,0.79,4.0816e-05,0.99996
709942383,"Existing Customer",34,"M",1,"Graduate","Married","$80K - $120K","Blue",36,5,3,2,6313,782,5531,0.931,1703,34,0.889,0.124,0.00016883,0.99983
709217358,"Existing Customer",40,"M",3,"Post-Graduate","Married","$80K - $120K","Blue",36,5,3,2,20371,1832,18539,0.907,1665,45,0.8,0.09,0.00021962,0.99978
720998358,"Existing Customer",52,"M",0,"High School","Married","$120K +","Silver",41,3,3,1,34516,1043,33473,0.562,1489,38,0.357,0.03,8.1766e-05,0.99992
715232058,"Existing Customer",61,"M",0,"Post-Graduate","Married","$40K - $60K","Blue",53,5,1,2,5561,1434,4127,1.423,1820,42,0.826,0.258,5.5613e-05,0.99994
806250783,"Existing Customer",57,"F",2,"High School","Married","Less than $40K","Blue",52,6,3,2,1441,0,1441,1.364,2742,58,0.758,0,0.00017486,0.99983
826477083,"Existing Customer",48,"F",2,"College","Married","Less than $40K","Blue",44,5,1,3,4570,2439,2131,0.693,1520,34,0.7,0.534,9.0064e-05,0.99991
788728608,"Existing Customer",34,"M",0,"High School","Married","$40K - $60K","Blue",13,3,3,2,3870,1394,2476,0.827,1588,36,0.714,0.36,0.00015005,0.99985
717190533,"Existing Customer",49,"M",4,"High School","Married","$60K - $80K","Blue",36,6,3,2,12938,661,12277,0.725,1282,32,0.778,0.051,0.00018339,0.99982
716580033,"Existing Customer",53,"M",3,"High School","Married","$120K +","Blue",36,3,1,3,21178,1796,19382,1.182,1872,59,1.107,0.085,9.3448e-05,0.99991
714334383,"Existing Customer",54,"M",2,"Graduate","Married","$60K - $80K","Blue",42,6,2,0,3583,0,3583,1.088,1065,28,1.545,0,4.1986e-05,0.99996
735565158,"Existing Customer",46,"M",4,"Graduate","Married","$60K - $80K","Blue",33,6,2,2,21548,1180,20368,0.52,1582,38,0.652,0.055,0.00011937,0.99988
717180633,"Existing Customer",59,"M",1,"Post-Graduate","Married","$40K - $60K","Blue",36,4,2,2,2483,1372,1111,1.642,1704,35,0.458,0.553,0.00012571,0.99987
789605658,"Existing Customer",42,"F",1,"Doctorate","Married","$40K - $60K","Blue",35,4,3,2,2985,2355,630,0.602,1065,27,0.588,0.789,0.00024431,0.99976
710045058,"Existing Customer",46,"M",5,"High School","Married","$40K - $60K","Silver",28,5,1,3,18797,2158,16639,0.446,1364,40,0.538,0.115,8.4008e-05,0.99992
710164683,"Existing Customer",33,"M",1,"Graduate","Married","$60K - $80K","Blue",22,3,1,3,2859,2517,342,1.254,2247,36,0.636,0.88,8.6952e-05,0.99991
710802258,"Existing Customer",46,"F",2,"Graduate","Married","Less than $40K","Blue",38,4,3,0,2888,2245,643,0.772,1111,26,0.368,0.777,6.6354e-05,0.99993
721036233,"Existing Customer",61,"M",0,"High School","Married","$60K - $80K","Blue",36,4,3,3,9172,1567,7605,1.451,1836,42,0.75,0.171,0.00025237,0.99975
710036508,"Existing Customer",42,"M",5,"Uneducated","Married","$40K - $60K","Blue",34,5,3,2,14281,1519,12762,0.256,1164,35,0.522,0.106,0.00019094,0.99981
714273708,"Existing Customer",53,"F",4,"Graduate","Married","$40K - $60K","Blue",36,3,2,3,4753,2472,2281,1.274,2242,49,0.815,0.52,0.00020077,0.9998
824807658,"Existing Customer",45,"M",3,"Graduate","Married","$60K - $80K","Blue",41,6,3,3,9106,2477,6629,0.515,1239,33,0.737,0.272,0.0003139,0.99969
717561108,"Existing Customer",52,"M",1,"Graduate","Married","$80K - $120K","Blue",36,4,3,2,34516,549,33967,0.78,1629,32,0.778,0.016,0.00016883,0.99983
717127083,"Existing Customer",37,"M",3,"Graduate","Married","$120K +","Blue",25,3,3,0,15017,1733,13284,0.635,2076,58,0.487,0.115,6.8853e-05,0.99993
772460508,"Existing Customer",53,"M",1,"Uneducated","Married","$40K - $60K","Blue",43,3,1,2,4426,1530,2896,0.518,1231,34,0.214,0.346,5.3155e-05,0.99995
720484908,"Existing Customer",65,"F",1,"Post-Graduate","Married","$40K - $60K","Blue",52,5,3,3,2155,0,2155,1.423,1655,27,1.25,0,0.00033411,0.99967
794664183,"Existing Customer",38,"M",0,"Uneducated","Married","$60K - $80K","Blue",19,3,1,3,3238,2146,1092,0.673,1501,45,0.667,0.663,8.1736e-05,0.99992
797488158,"Existing Customer",52,"M",2,"High School","Married","$60K - $80K","Blue",46,5,3,0,14316,1081,13235,0.67,1313,36,0.636,0.076,6.4505e-05,0.99994
708543258,"Existing Customer",36,"M",3,"High School","Married","$80K - $120K","Blue",36,5,3,2,2607,1880,727,1.464,2045,39,0.95,0.721,0.00018145,0.99982
778706508,"Existing Customer",43,"M",4,"College","Married","$60K - $80K","Blue",24,3,5,4,6231,0,6231,1.054,1448,30,0.875,0,0.00058762,0.99941
713650683,"Existing Customer",65,"F",0,"Graduate","Married","Less than $40K","Blue",56,4,1,4,3094,2266,828,0.724,1591,37,0.321,0.732,0.00013562,0.99986
772532208,"Attrited Customer",51,"F",2,"Doctorate","Married","Less than $40K","Blue",41,2,2,3,6630,916,5714,0.927,842,24,0.5,0.138,0.9964,0.00359603
718797558,"Existing Customer",39,"F",1,"Graduate","Married","Unknown","Blue",30,3,2,3,2917,1357,1560,1.593,2422,46,0.438,0.465,0.00017969,0.99982
712821333,"Existing Customer",60,"M",0,"Uneducated","Married","$60K - $80K","Blue",47,3,3,3,9452,2517,6935,0.73,1825,50,0.613,0.266,0.00026692,0.99973
709633533,"Existing Customer",31,"M",2,"Uneducated","Married","Less than $40K","Blue",18,3,2,4,1438.3,0,1438.3,1.561,2789,50,1.083,0,0.00033577,0.99966
716174433,"Existing Customer",65,"F",1,"College","Married","Less than $40K","Blue",54,3,3,3,2888,1134,1754,1.479,2489,54,0.742,0.393,0.00027607,0.99972
789886533,"Existing Customer",54,"F",1,"High School","Married","Less than $40K","Blue",44,3,3,3,3947,1746,2201,0.478,1110,21,0.4,0.442,0.00027604,0.99972
715210308,"Existing Customer",40,"F",1,"High School","Married","Unknown","Blue",31,3,3,4,15970,1212,14758,0.542,1260,32,0.524,0.076,0.00047086,0.99953
721038408,"Existing Customer",38,"F",2,"High School","Married","Less than $40K","Blue",27,4,1,2,1830,0,1830,0.736,1741,43,0.654,0,5.3542e-05,0.99995
713325108,"Existing Customer",36,"M",2,"Post-Graduate","Married","$60K - $80K","Blue",29,5,3,3,7712,2517,5195,0.676,1845,40,0.739,0.326,0.00035594,0.99964
708431433,"Existing Customer",41,"M",3,"Graduate","Married","$120K +","Blue",31,3,3,2,11789,1420,10369,0.659,1463,32,0.684,0.12,0.00018665,0.99981
718699683,"Existing Customer",48,"M",3,"College","Married","$80K - $120K","Silver",36,6,2,2,34516,0,34516,0.691,1733,54,0.636,0,0.00010375,0.9999
716604633,"Existing Customer",55,"F",2,"Post-Graduate","Married","$40K - $60K","Blue",46,6,2,2,6725,2025,4700,0.604,1865,53,0.767,0.301,0.00013393,0.99987
713053383,"Attrited Customer",42,"M",3,"Graduate","Married","$80K - $120K","Blue",36,1,1,3,34516,781,33735,0.803,853,12,0.091,0.023,0.98971,0.01029
709979583,"Existing Customer",54,"M",3,"Graduate","Married","$120K +","Blue",46,3,1,3,34516,854,33662,0.928,1999,54,0.8,0.025,9.6126e-05,0.9999
709380333,"Existing Customer",57,"M",1,"Uneducated","Married","$120K +","Blue",36,6,2,3,24545,1735,22810,0.664,1671,45,0.5,0.071,0.00018475,0.99982
778574283,"Existing Customer",53,"F",1,"Uneducated","Married","$40K - $60K","Blue",46,5,2,3,1438.3,0,1438.3,0.743,2118,64,0.455,0,0.00018475,0.99982
708358683,"Existing Customer",46,"M",2,"Graduate","Married","$80K - $120K","Silver",35,6,3,2,34516,1236,33280,0.549,1665,40,0.667,0.036,0.00016253,0.99984
824761458,"Existing Customer",54,"M",2,"High School","Married","$80K - $120K","Blue",50,4,2,3,9519,1936,7583,0.929,2489,62,1,0.203,0.0001861,0.99981
715362183,"Existing Customer",40,"F",4,"Graduate","Married","Unknown","Blue",36,3,1,2,3706,1043,2663,0.384,1688,38,0.583,0.281,5.7762e-05,0.99994
803595858,"Attrited Customer",56,"F",3,"High School","Married","$40K - $60K","Blue",51,5,2,1,1438.3,0,1438.3,0.597,594,14,0.556,0,0.98576,0.01424
716198358,"Existing Customer",33,"F",4,"Post-Graduate","Married","$40K - $60K","Blue",36,4,2,3,2372,1887,485,0.8,1852,55,0.618,0.796,0.00023623,0.99976
709465758,"Existing Customer",62,"F",1,"Post-Graduate","Married","Less than $40K","Blue",53,3,1,3,1438.3,0,1438.3,0.699,902,31,0.409,0,0.00010231,0.9999
714081558,"Existing Customer",33,"F",0,"Graduate","Married","Unknown","Blue",36,4,2,4,2613,1599,1014,0.749,1387,31,0.722,0.612,0.00028024,0.99972
717364458,"Existing Customer",36,"F",3,"High School","Married","Less than $40K","Blue",26,6,1,4,4331,1445,2886,1.07,2053,33,1.75,0.334,0.00015942,0.99984
710754933,"Attrited Customer",61,"F",0,"Graduate","Married","Less than $40K","Blue",49,6,2,3,1438.3,0,1438.3,0.94,840,20,0.818,0,0.99395,0.00605
718362783,"Attrited Customer",35,"M",2,"Graduate","Married","$80K - $120K","Blue",27,3,2,3,12643,0,12643,0.393,787,21,0.167,0,0.9948,0.0052
708267858,"Existing Customer",65,"F",0,"High School","Married","$40K - $60K","Blue",36,5,2,3,6088,2145,3943,1.371,2098,52,0.733,0.352,0.0001597,0.99984
708856983,"Attrited Customer",36,"M",3,"Post-Graduate","Married","$120K +","Blue",27,2,1,2,13873,0,13873,0.233,694,18,0.286,0,0.98535,0.01465
772674933,"Existing Customer",51,"M",1,"Uneducated","Married","$80K - $120K","Blue",41,5,3,3,5638,808,4830,0.781,2036,50,0.613,0.143,0.00029196,0.99971
720148983,"Existing Customer",54,"F",1,"Uneducated","Married","Less than $40K","Blue",40,5,2,4,2178,1144,1034,1.585,1724,47,1.043,0.525,0.00031517,0.99968
769732233,"Existing Customer",40,"M",5,"Graduate","Married","$80K - $120K","Blue",34,6,2,4,11942,1651,10291,0.598,1085,29,0.208,0.138,0.00033714,0.99966
713030958,"Existing Customer",57,"F",2,"College","Married","Less than $40K","Blue",44,6,3,2,3914,0,3914,0.524,1964,54,0.8,0,0.00017488,0.99983
711320508,"Existing Customer",57,"M",4,"Graduate","Married","$80K - $120K","Blue",49,4,2,4,3038,1410,1628,0.644,1762,34,0.7,0.464,0.00034248,0.99966
795795408,"Existing Customer",53,"M",2,"Uneducated","Married","$40K - $60K","Blue",47,3,1,3,5579,1423,4156,0.503,1514,47,1.136,0.255,9.5249e-05,0.9999
717904383,"Existing Customer",40,"M",2,"Graduate","Married","$80K - $120K","Blue",31,5,1,2,18693,2052,16641,0.5,1516,44,0.63,0.11,5.5077e-05,0.99994
714115533,"Existing Customer",28,"M",0,"Graduate","Married","Less than $40K","Blue",18,5,1,3,2943,1789,1154,1.271,2591,55,0.897,0.608,7.9494e-05,0.99992
712475733,"Existing Customer",38,"F",3,"High School","Married","Less than $40K","Blue",28,4,2,3,2435,1888,547,0.922,1847,39,0.696,0.775,0.00019311,0.99981
718996758,"Existing Customer",37,"F",2,"Graduate","Married","Less than $40K","Blue",30,5,2,2,2077,1392,685,1.553,1629,36,1.25,0.67,0.00011382,0.99989
713049933,"Existing Customer",65,"F",1,"High School","Married","Unknown","Blue",36,5,2,2,5756,0,5756,1.046,2144,44,0.63,0,0.00010386,0.9999
718301508,"Existing Customer",41,"M",2,"High School","Married","$60K - $80K","Blue",30,6,3,2,9428,1765,7663,0.587,1457,43,0.593,0.187,0.00017486,0.99983
714831033,"Existing Customer",54,"M",5,"Graduate","Married","$80K - $120K","Blue",47,4,1,3,6065,1728,4337,0.417,1114,27,0.688,0.285,9.5638e-05,0.9999
710653158,"Existing Customer",39,"F",4,"Graduate","Married","Unknown","Blue",21,6,1,4,5024,1613,3411,0.758,1925,40,0.667,0.321,0.00016574,0.99983
715049583,"Existing Customer",60,"M",1,"Unknown","Married","$60K - $80K","Blue",54,5,3,3,3398,2341,1057,0.714,1169,31,0.409,0.689,0.00031211,0.99969
715394883,"Existing Customer",35,"F",2,"High School","Married","Unknown","Blue",36,3,2,4,4319,1151,3168,0.594,1852,47,0.424,0.266,0.00031746,0.99968
708344358,"Existing Customer",53,"F",3,"High School","Married","Unknown","Blue",45,5,1,3,2495,1354,1141,0.623,1311,31,0.476,0.543,9.3448e-05,0.99991
712003083,"Existing Customer",55,"M",1,"Graduate","Married","$80K - $120K","Blue",36,3,2,4,34516,2102,32414,0.912,1612,33,0.737,0.061,0.00030653,0.99969
754282908,"Existing Customer",50,"F",1,"Post-Graduate","Married","Less than $40K","Blue",43,3,1,3,3368,844,2524,0.838,2022,59,0.686,0.251,0.00010231,0.9999
717412608,"Attrited Customer",38,"F",2,"High School","Married","$40K - $60K","Blue",28,3,2,2,7225,0,7225,0.419,738,16,0.231,0,0.99104,0.00896
719392833,"Existing Customer",45,"F",3,"Graduate","Married","Less than $40K","Blue",38,3,3,2,2400,1613,787,0.629,1311,34,0.417,0.672,0.00018665,0.99981
718595583,"Existing Customer",55,"M",3,"Graduate","Married","$80K - $120K","Blue",36,3,2,3,25878,1733,24145,0.438,1777,54,0.862,0.067,0.00019864,0.9998
778508883,"Existing Customer",44,"M",5,"Graduate","Married","$120K +","Blue",24,4,1,4,11876,1926,9950,0.51,1367,33,0.737,0.162,0.00016316,0.99984
711999783,"Existing Customer",41,"M",3,"Uneducated","Married","$80K - $120K","Blue",31,4,2,2,4740,1348,3392,0.472,1406,23,0.533,0.284,0.00012144,0.99988
788677533,"Existing Customer",44,"M",4,"Unknown","Married","$120K +","Blue",31,4,3,4,34516,1197,33319,0.669,1594,43,1.15,0.035,0.0005948,0.99941
716284308,"Existing Customer",65,"M",2,"Graduate","Married","Unknown","Blue",55,3,2,2,6099,2175,3924,0.582,1319,34,0.545,0.357,0.00011382,0.99989
712120608,"Attrited Customer",35,"M",3,"College","Married","$80K - $120K","Blue",27,3,2,3,3575,1884,1691,0.384,861,15,1.5,0.527,0.99485,0.00515
720848733,"Existing Customer",38,"M",1,"High School","Married","$80K - $120K","Blue",24,4,3,2,13363,1230,12133,0.688,1815,33,0.435,0.092,0.00016413,0.99984
826723308,"Existing Customer",58,"M",3,"College","Married","$120K +","Blue",54,5,1,4,3452,2088,1364,0.768,1008,21,0.4,0.605,0.00015944,0.99984
801369258,"Existing Customer",47,"F",5,"Post-Graduate","Married","$40K - $60K","Blue",41,6,2,2,4466,777,3689,1.02,1757,59,0.595,0.174,0.00013827,0.99986
709584483,"Existing Customer",33,"F",3,"Graduate","Married","Less than $40K","Blue",25,4,1,4,3030,2517,513,0.785,1805,44,0.467,0.831,0.00016399,0.99984
715708308,"Existing Customer",54,"F",3,"Doctorate","Married","$40K - $60K","Blue",39,3,1,3,2112,1594,518,1.204,1338,29,2.222,0.755,0.0001391,0.99986
779707308,"Existing Customer",35,"F",1,"Graduate","Married","Less than $40K","Blue",18,5,1,2,7583,1619,5964,1.468,2229,53,1.208,0.214,5.1697e-05,0.99995
711848658,"Existing Customer",35,"M",3,"College","Married","$60K - $80K","Blue",17,3,3,2,2259,1776,483,1.292,1790,31,0.824,0.786,0.00018146,0.99982
715855083,"Existing Customer",48,"M",4,"High School","Married","$80K - $120K","Blue",36,6,2,4,19762,507,19255,0.85,2793,67,0.595,0.026,0.00033294,0.99967
778971408,"Existing Customer",36,"M",4,"Doctorate","Married","$60K - $80K","Blue",17,5,2,4,2803,1848,955,0.614,1968,64,0.524,0.659,0.00049554,0.9995
711648708,"Existing Customer",44,"M",3,"Graduate","Married","$80K - $120K","Blue",36,3,3,2,25666,756,24910,0.69,4088,84,0.867,0.029,0.00018665,0.99981
771903033,"Existing Customer",36,"F",1,"Graduate","Married","Less than $40K","Blue",25,5,1,2,2999,1247,1752,0.962,2017,40,0.6,0.416,5.1697e-05,0.99995
737925558,"Existing Customer",64,"M",0,"Doctorate","Married","$40K - $60K","Blue",56,3,2,2,4234,1893,2341,0.585,1439,42,0.355,0.447,0.00014134,0.99986
711480108,"Existing Customer",37,"M",4,"High School","Married","$60K - $80K","Blue",24,3,1,4,5335,2145,3190,0.879,1888,43,0.433,0.402,0.00016112,0.99984
709662708,"Existing Customer",65,"M",1,"High School","Married","$40K - $60K","Blue",53,3,3,3,3506,1604,1902,0.574,1953,61,0.649,0.458,0.00027604,0.99972
709224858,"Existing Customer",53,"M",2,"Post-Graduate","Married","$80K - $120K","Blue",36,5,1,2,3610,1629,1981,0.821,1652,40,0.481,0.451,6.4807e-05,0.99994
821771508,"Existing Customer",32,"M",0,"High School","Married","$40K - $60K","Blue",28,5,1,2,3172,2055,1117,0.663,1939,36,0.636,0.648,4.5946e-05,0.99995
710522433,"Existing Customer",65,"M",0,"Graduate","Married","Less than $40K","Blue",46,3,2,2,2416,1499,917,0.905,2372,53,0.514,0.62,9.7673e-05,0.9999
779046408,"Existing Customer",60,"M",0,"Graduate","Married","$40K - $60K","Blue",41,3,2,4,2458,1880,578,0.759,1238,30,0.579,0.765,0.00028024,0.99972
757266933,"Existing Customer",52,"M",2,"Post-Graduate","Married","$60K - $80K","Blue",45,4,1,4,11819,929,10890,0.773,2431,46,0.484,0.079,0.00018595,0.99981
719904333,"Existing Customer",29,"M",0,"Graduate","Married","$40K - $60K","Blue",36,3,3,4,1459,590,869,1.164,2229,52,1.08,0.404,0.00044282,0.99956
718264233,"Existing Customer",29,"M",0,"High School","Married","$40K - $60K","Blue",13,4,1,4,1458,671,787,1.583,2449,56,0.931,0.46,0.00013184,0.99987
784798683,"Existing Customer",38,"M",2,"High School","Married","$40K - $60K","Blue",32,3,2,2,1438.3,0,1438.3,0.846,1999,39,0.56,0,0.00011065,0.99989
710899833,"Attrited Customer",36,"M",2,"Graduate","Married","$40K - $60K","Blue",18,3,1,3,7758,1408,6350,0.365,569,23,0.643,0.181,0.98932,0.01068
780025908,"Existing Customer",40,"F",2,"Post-Graduate","Married","Less than $40K","Silver",30,4,2,2,10836,1932,8904,0.563,1293,31,0.824,0.178,0.00012101,0.99988
709364433,"Existing Customer",36,"F",3,"High School","Married","Unknown","Blue",30,6,2,2,3399,2173,1226,0.795,1571,34,1,0.639,0.00011482,0.99989
719776608,"Existing Customer",50,"M",2,"Graduate","Married","$80K - $120K","Blue",37,3,1,3,3126,0,3126,0.824,1388,41,0.464,0,9.2637e-05,0.99991
719555733,"Existing Customer",53,"F",2,"Uneducated","Married","Unknown","Blue",36,4,3,3,2162,1592,570,0.547,1736,42,0.615,0.736,0.00031104,0.99969
740852733,"Existing Customer",49,"M",3,"High School","Married","$80K - $120K","Blue",42,4,1,2,10155,1805,8350,0.673,1685,49,0.815,0.178,5.5559e-05,0.99994
709528308,"Existing Customer",53,"M",4,"High School","Married","$80K - $120K","Blue",46,4,2,3,15242,1170,14072,0.496,1876,57,0.5,0.077,0.00019517,0.9998
789198708,"Existing Customer",58,"M",3,"Graduate","Married","$120K +","Blue",47,3,1,2,27088,0,27088,0.581,1135,24,0.846,0,5.7151e-05,0.99994
720953658,"Existing Customer",59,"F",0,"Graduate","Married","Less than $40K","Blue",36,5,3,4,5688,914,4774,1.099,1824,53,1.038,0.161,0.00044282,0.99956
771330558,"Existing Customer",51,"M",4,"High School","Married","$60K - $80K","Blue",38,5,2,3,10462,1824,8638,0.736,1267,31,0.55,0.174,0.00019517,0.9998
714078558,"Attrited Customer",62,"F",1,"High School","Married","$40K - $60K","Blue",53,2,1,1,5249,0,5249,0.758,1315,31,0.722,0,0.96806,0.03194
788826408,"Existing Customer",33,"M",1,"Uneducated","Married","$120K +","Blue",16,6,1,3,10705,1352,9353,1.171,2434,58,0.812,0.126,8.9404e-05,0.99991
718082208,"Existing Customer",37,"F",1,"Graduate","Married","$40K - $60K","Blue",30,5,3,4,6469,2351,4118,1.018,1717,50,0.667,0.363,0.00048435,0.99952
712037358,"Existing Customer",30,"M",0,"Unknown","Married","$60K - $80K","Blue",23,3,3,2,5146,1773,3373,0.879,1509,45,0.667,0.345,0.00016966,0.99983
711711483,"Existing Customer",61,"M",0,"High School","Married","$80K - $120K","Blue",50,4,1,3,2800,2448,352,0.549,1433,40,0.481,0.874,7.7279e-05,0.99992
709426608,"Existing Customer",56,"M",1,"Doctorate","Married","$60K - $80K","Blue",46,5,2,4,5248,1816,3432,0.696,2305,45,0.731,0.346,0.00044353,0.99956
811457058,"Existing Customer",51,"F",3,"Post-Graduate","Married","Less than $40K","Blue",46,5,3,2,5881,2005,3876,0.659,1931,56,0.806,0.341,0.00021962,0.99978
715937133,"Existing Customer",64,"F",1,"Uneducated","Married","$40K - $60K","Blue",52,6,2,2,4999,2299,2700,0.716,1601,48,0.5,0.46,0.00010985,0.99989
713480583,"Existing Customer",46,"F",3,"High School","Married","Unknown","Blue",36,5,2,2,4668,0,4668,0.89,1612,47,1.474,0,0.00011482,0.99989
715443708,"Existing Customer",53,"M",1,"Uneducated","Married","$120K +","Blue",45,5,1,3,9343,1286,8057,0.712,1385,31,0.722,0.138,8.9404e-05,0.99991
770769483,"Existing Customer",35,"M",2,"Post-Graduate","Married","$40K - $60K","Blue",21,3,1,3,2256,775,1481,0.879,1749,33,0.435,0.344,0.000109,0.99989
720674133,"Existing Customer",36,"M",1,"Uneducated","Married","$40K - $60K","Blue",16,5,3,2,3735,2027,1708,0.79,1672,48,0.655,0.543,0.0001736,0.99983
779216358,"Attrited Customer",48,"M",2,"College","Married","$80K - $120K","Blue",38,2,2,3,2111,0,2111,0.531,773,17,0.133,0,0.99466,0.00534
710279508,"Existing Customer",52,"M",2,"Graduate","Married","$80K - $120K","Blue",42,5,3,2,21782,1006,20776,0.654,1537,35,0.591,0.046,0.00017987,0.99982
712168833,"Existing Customer",52,"F",1,"High School","Married","Less than $40K","Blue",36,6,3,3,2133,1469,664,0.831,1426,37,0.682,0.689,0.00027604,0.99972
711957708,"Existing Customer",38,"F",2,"Graduate","Married","Less than $40K","Blue",36,6,3,4,2717,1591,1126,1.596,2064,33,1.062,0.586,0.000516,0.99948
709366458,"Existing Customer",43,"F",3,"College","Married","Less than $40K","Blue",36,3,2,4,2227,1394,833,1.481,1972,41,0.864,0.626,0.00032945,0.99967
715702758,"Existing Customer",38,"F",4,"Graduate","Married","Less than $40K","Blue",36,4,3,3,1860,0,1860,0.992,1731,29,0.611,0,0.00031726,0.99968
713834358,"Existing Customer",36,"F",2,"Post-Graduate","Married","Less than $40K","Blue",25,5,3,4,4701,1492,3209,0.805,1679,32,0.455,0.317,0.00060712,0.99939
710084883,"Existing Customer",34,"M",2,"College","Married","$80K - $120K","Blue",22,4,2,4,1631,0,1631,1.893,2962,57,1.111,0,0.00031749,0.99968
710736558,"Existing Customer",39,"F",2,"Unknown","Married","Unknown","Blue",36,4,3,4,8096,1474,6622,0.789,1794,41,0.783,0.182,0.00056716,0.99943
714916758,"Existing Customer",48,"F",2,"Uneducated","Married","$40K - $60K","Blue",36,3,3,2,5210,0,5210,0.531,1309,45,0.607,0,0.00018494,0.99982
789611283,"Existing Customer",44,"M",4,"Graduate","Married","$40K - $60K","Blue",38,5,2,3,5452,2091,3361,0.813,1347,30,0.5,0.384,0.00020077,0.9998
773288958,"Existing Customer",38,"M",1,"Graduate","Married","$60K - $80K","Blue",31,6,3,3,7475,1473,6002,0.775,1592,30,0.429,0.197,0.00028395,0.99972
811721133,"Existing Customer",62,"M",1,"High School","Married","$40K - $60K","Blue",56,5,3,3,2359,1242,1117,1.043,2021,50,0.613,0.526,0.00027604,0.99972
783020958,"Existing Customer",39,"M",3,"Unknown","Married","$80K - $120K","Blue",33,6,6,4,18582,794,17788,0.717,1836,46,0.586,0.043,0.00046462,0.99954
798110358,"Existing Customer",64,"F",1,"High School","Married","$40K - $60K","Blue",56,4,2,4,1438.3,0,1438.3,0.693,1417,35,0.591,0,0.00029799,0.9997
826478958,"Existing Customer",52,"M",1,"College","Married","$80K - $120K","Blue",48,4,3,3,2066,1601,465,0.742,1578,41,0.414,0.775,0.00027607,0.99972
718561458,"Existing Customer",54,"M",1,"High School","Married","$60K - $80K","Blue",36,4,1,4,20050,1225,18825,0.907,1306,26,0.238,0.061,0.00014421,0.99986
720871383,"Existing Customer",36,"M",2,"Graduate","Married","$80K - $120K","Blue",28,5,3,3,5634,1996,3638,1.589,2366,49,0.69,0.354,0.00030251,0.9997
788827308,"Existing Customer",65,"M",1,"Graduate","Married","Less than $40K","Blue",50,6,2,4,4507,1574,2933,0.744,1793,38,0.652,0.349,0.00030653,0.99969
778346283,"Existing Customer",53,"M",0,"Graduate","Married","$120K +","Blue",33,4,3,3,21006,1905,19101,0.701,1856,57,0.781,0.091,0.0002596,0.99974
789344358,"Existing Customer",57,"F",1,"Unknown","Married","Less than $40K","Blue",47,4,1,3,3416,2468,948,0.598,1536,42,0.556,0.722,9.5577e-05,0.9999
710406633,"Attrited Customer",51,"F",3,"Uneducated","Married","Unknown","Blue",36,3,3,2,3664,0,3664,0.839,1168,31,0.409,0,0.99482,0.00518
767653233,"Existing Customer",48,"M",3,"Graduate","Married","$60K - $80K","Blue",42,6,1,3,6085,930,5155,1.307,3154,59,0.967,0.153,9.6126e-05,0.9999
719461008,"Existing Customer",51,"M",2,"High School","Married","$60K - $80K","Blue",38,5,3,2,22332,1748,20584,0.841,1318,28,0.647,0.078,0.00017486,0.99983
775198608,"Existing Customer",38,"F",2,"Graduate","Married","Less than $40K","Blue",32,5,3,3,4429,0,4429,1.065,1970,40,0.818,0,0.00030251,0.9997
717567333,"Existing Customer",35,"M",3,"Graduate","Married","$60K - $80K","Blue",26,6,3,2,3991,1982,2009,0.748,1661,35,0.944,0.497,0.00018665,0.99981
709328733,"Existing Customer",49,"F",2,"Uneducated","Married","Less than $40K","Blue",37,6,3,3,9723,2459,7264,0.444,1258,24,1,0.253,0.00031104,0.99969
